"sid","tech","species","tissue","involve_cancer","count_matrix_dir"
"GSE194329_GSM5833528","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833528_count.csv"
"GSE194329_GSM5833529","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833529_count.csv"
"GSE194329_GSM5833530","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833530_count.csv"
"GSE194329_GSM5833531","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833531_count.csv"
"GSE194329_GSM5833532","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833532_count.csv"
"GSE194329_GSM5833533","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833533_count.csv"
"GSE194329_GSM5833534","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833534_count.csv"
"GSE194329_GSM5833535","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833535_count.csv"
"GSE194329_GSM5833536","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833536_count.csv"
"GSE194329_GSM5833537","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833537_count.csv"
"GSE194329_GSM5833538","Visium","human","glioma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194329_GSM5833538_count.csv"
"GSE194338_GSM5833739","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE194338_GSM5833739_count.csv"
"GSE195598_GSM5841550","Visium","mouse","lymph node","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE195598_GSM5841550_count.csv"
"GSE195598_GSM5841551","Visium","mouse","lymph node","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE195598_GSM5841551_count.csv"
"GSE195598_GSM5841552","Visium","mouse","lymph node","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE195598_GSM5841552_count.csv"
"GSE195598_GSM5841553","Visium","mouse","lymph node","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE195598_GSM5841553_count.csv"
"GSE197023_GSM5907077","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907077_count.csv"
"GSE197023_GSM5907078","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907078_count.csv"
"GSE197023_GSM5907079","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907079_count.csv"
"GSE197023_GSM5907080","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907080_count.csv"
"GSE197023_GSM5907081","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907081_count.csv"
"GSE197023_GSM5907082","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907082_count.csv"
"GSE197023_GSM5907083","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907083_count.csv"
"GSE197023_GSM5907084","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907084_count.csv"
"GSE197023_GSM5907085","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907085_count.csv"
"GSE197023_GSM5907086","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907086_count.csv"
"GSE197023_GSM5907088","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907088_count.csv"
"GSE197023_GSM5907089","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907089_count.csv"
"GSE197023_GSM5907090","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907090_count.csv"
"GSE197023_GSM5907091","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907091_count.csv"
"GSE197023_GSM5907092","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907092_count.csv"
"GSE197023_GSM5907093","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907093_count.csv"
"GSE197023_GSM5907094","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907094_count.csv"
"GSE197023_GSM5907095","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907095_count.csv"
"GSE197023_GSM5907096","Visium","human","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197023_GSM5907096_count.csv"
"GSE197317_GSM5914539","Visium","human","pancreas","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197317_GSM5914539_count.csv"
"GSE197317_GSM5914540","Visium","human","pancreas","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197317_GSM5914540_count.csv"
"GSE197317_GSM5914541","Visium","human","pancreas","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197317_GSM5914541_count.csv"
"GSE197317_GSM5914542","Visium","human","pancreas","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197317_GSM5914542_count.csv"
"GSE197317_GSM5914543","Visium","human","pancreas","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197317_GSM5914543_count.csv"
"GSE197317_GSM5914544","Visium","human","pancreas","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197317_GSM5914544_count.csv"
"GSE197317_GSM5914545","Visium","human","pancreas","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197317_GSM5914545_count.csv"
"GSE197317_GSM5914546","Visium","human","pancreas","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE197317_GSM5914546_count.csv"
"GSE199659_GSM5979972","Visium","mouse","muscle","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE199659_GSM5979972_count.csv"
"GSE199659_GSM5979973","Visium","mouse","muscle","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE199659_GSM5979973_count.csv"
"GSE199659_GSM5979974","Visium","mouse","muscle","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE199659_GSM5979974_count.csv"
"GSE199659_GSM5979975","Visium","mouse","muscle","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE199659_GSM5979975_count.csv"
"GSE200720_GSM6042726","Visium","mouse","spleen","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200720_GSM6042726_count.csv"
"GSE200720_GSM6042727","Visium","mouse","spleen","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200720_GSM6042727_count.csv"
"GSE200720_GSM6042728","Visium","mouse","spleen","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200720_GSM6042728_count.csv"
"GSE200720_GSM6042729","Visium","mouse","spleen","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200720_GSM6042729_count.csv"
"GSE200720_GSM6042730","Visium","mouse","spleen","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200720_GSM6042730_count.csv"
"GSE200720_GSM6042731","Visium","mouse","spleen","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200720_GSM6042731_count.csv"
"GSE200720_GSM6042732","Visium","mouse","spleen","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200720_GSM6042732_count.csv"
"GSE200720_GSM6042733","Visium","mouse","spleen","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200720_GSM6042733_count.csv"
"GSE200751_GSM7164986","Visium","mouse","melanoma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200751_GSM7164986_count.csv"
"GSE200751_GSM7164987","Visium","mouse","melanoma","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE200751_GSM7164987_count.csv"
"GSE201610_GSM6068593","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE201610_GSM6068593_count.csv"
"GSE201610_GSM6068594","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE201610_GSM6068594_count.csv"
"GSE201610_GSM6068595","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE201610_GSM6068595_count.csv"
"GSE201610_GSM6068596","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE201610_GSM6068596_count.csv"
"GSE201610_GSM6068597","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE201610_GSM6068597_count.csv"
"GSE201610_GSM6068598","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE201610_GSM6068598_count.csv"
"GSE202322_GSM6108346","Visium","mouse","lung","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE202322_GSM6108346_count.csv"
"GSE202322_GSM6108347","Visium","mouse","lung","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE202322_GSM6108347_count.csv"
"GSE202322_GSM6108348","Visium","mouse","lung","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE202322_GSM6108348_count.csv"
"GSE202322_GSM6108349","Visium","mouse","lung","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE202322_GSM6108349_count.csv"
"GSE202322_GSM6108350","Visium","mouse","lung","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE202322_GSM6108350_count.csv"
"GSE202322_GSM6108351","Visium","mouse","lung","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE202322_GSM6108351_count.csv"
"GSE203424_GSM6171782","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171782_count.csv"
"GSE203424_GSM6171783","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171783_count.csv"
"GSE203424_GSM6171784","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171784_count.csv"
"GSE203424_GSM6171785","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171785_count.csv"
"GSE203424_GSM6171786","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171786_count.csv"
"GSE203424_GSM6171787","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171787_count.csv"
"GSE203424_GSM6171788","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171788_count.csv"
"GSE203424_GSM6171789","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171789_count.csv"
"GSE203424_GSM6171790","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171790_count.csv"
"GSE203424_GSM6171791","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171791_count.csv"
"GSE203424_GSM6171792","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171792_count.csv"
"GSE203424_GSM6171793","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203424_GSM6171793_count.csv"
"GSE203612_GSM6177599","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177599_count.csv"
"GSE203612_GSM6177601","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177601_count.csv"
"GSE203612_GSM6177603","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177603_count.csv"
"GSE203612_GSM6177607","Visium","human","stomach","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177607_count.csv"
"GSE203612_GSM6177609","Visium","human","stomach","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177609_count.csv"
"GSE203612_GSM6177612","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177612_count.csv"
"GSE203612_GSM6177614","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177614_count.csv"
"GSE203612_GSM6177617","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177617_count.csv"
"GSE203612_GSM6177618","Visium","human","ovary","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177618_count.csv"
"GSE203612_GSM6177623","Visium","human","endometrium","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177623_count.csv"
"GSE203612_GSM6177624","Visium","human & mouse","xenograft","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177624_count.csv"
"GSE203612_GSM6177625","Visium","human & mouse","xenograft","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE203612_GSM6177625_count.csv"
"GSE205306_GSM6210023","Visium","mouse","tissue specimen","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE205306_GSM6210023_count.csv"
"GSE205306_GSM6210024","Visium","mouse","tissue specimen","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE205306_GSM6210024_count.csv"
"GSE206306_GSM6250307","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206306_GSM6250307_count.csv"
"GSE206306_GSM6250308","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206306_GSM6250308_count.csv"
"GSE206306_GSM6250309","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206306_GSM6250309_count.csv"
"GSE206306_GSM6250310","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206306_GSM6250310_count.csv"
"GSE206306_GSM7166170","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206306_GSM7166170_count.csv"
"GSE206552_GSM6256810","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206552_GSM6256810_count.csv"
"GSE206552_GSM6256811","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206552_GSM6256811_count.csv"
"GSE206552_GSM6256812","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206552_GSM6256812_count.csv"
"GSE206552_GSM6256813","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206552_GSM6256813_count.csv"
"GSE206621_GSM6258251","Visium","human","mouth","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206621_GSM6258251_count.csv"
"GSE206621_GSM6258252","Visium","human","mouth","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206621_GSM6258252_count.csv"
"GSE206621_GSM6258253","Visium","human","mouth","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206621_GSM6258253_count.csv"
"GSE206621_GSM6258254","Visium","human","mouth","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206621_GSM6258254_count.csv"
"GSE206621_GSM6258255","Visium","human","mouth","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206621_GSM6258255_count.csv"
"GSE206621_GSM6258256","Visium","human","mouth","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206621_GSM6258256_count.csv"
"GSE206621_GSM6258257","Visium","human","mouth","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206621_GSM6258257_count.csv"
"GSE206621_GSM6258258","Visium","human","mouth","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206621_GSM6258258_count.csv"
"GSE206787_GSM7898096","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206787_GSM7898096_count.csv"
"GSE206787_GSM7898097","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206787_GSM7898097_count.csv"
"GSE206787_GSM7898098","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206787_GSM7898098_count.csv"
"GSE206787_GSM7898099","Visium","mouse","heart","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE206787_GSM7898099_count.csv"
"GSE207205_GSM6281320","Visium","human","thymus","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE207205_GSM6281320_count.csv"
"GSE207205_GSM6281321","Visium","human","thymus","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE207205_GSM6281321_count.csv"
"GSE207205_GSM6281322","Visium","human","thymus","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE207205_GSM6281322_count.csv"
"GSE207205_GSM6281323","Visium","human","thymus","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE207205_GSM6281323_count.csv"
"GSE207205_GSM6281324","Visium","human","thymus","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE207205_GSM6281324_count.csv"
"GSE207205_GSM6281325","Visium","human","thymus","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE207205_GSM6281325_count.csv"
"GSE207205_GSM6281326","Visium","human","thymus","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE207205_GSM6281326_count.csv"
"GSE207205_GSM6281327","Visium","human","thymus","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE207205_GSM6281327_count.csv"
"GSE208253_GSM6339631","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339631_count.csv"
"GSE208253_GSM6339632","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339632_count.csv"
"GSE208253_GSM6339633","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339633_count.csv"
"GSE208253_GSM6339634","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339634_count.csv"
"GSE208253_GSM6339635","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339635_count.csv"
"GSE208253_GSM6339636","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339636_count.csv"
"GSE208253_GSM6339637","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339637_count.csv"
"GSE208253_GSM6339638","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339638_count.csv"
"GSE208253_GSM6339639","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339639_count.csv"
"GSE208253_GSM6339640","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339640_count.csv"
"GSE208253_GSM6339641","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339641_count.csv"
"GSE208253_GSM6339642","Visium","human","mouth","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE208253_GSM6339642_count.csv"
"GSE209583_GSM6380080","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380080_count.csv"
"GSE209583_GSM6380081","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380081_count.csv"
"GSE209583_GSM6380082","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380082_count.csv"
"GSE209583_GSM6380083","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380083_count.csv"
"GSE209583_GSM6380084","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380084_count.csv"
"GSE209583_GSM6380085","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380085_count.csv"
"GSE209583_GSM6380086","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380086_count.csv"
"GSE209583_GSM6380087","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380087_count.csv"
"GSE209583_GSM6380088","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380088_count.csv"
"GSE209583_GSM6380089","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380089_count.csv"
"GSE209583_GSM6380090","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380090_count.csv"
"GSE209583_GSM6380091","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380091_count.csv"
"GSE209583_GSM6380092","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380092_count.csv"
"GSE209583_GSM6380093","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE209583_GSM6380093_count.csv"
"GSE210380_GSM6429503","Visium","mouse","lacrimal gland","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210380_GSM6429503_count.csv"
"GSE210380_GSM6429504","Visium","mouse","lacrimal gland","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210380_GSM6429504_count.csv"
"GSE210380_GSM6429505","Visium","mouse","lacrimal gland","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210380_GSM6429505_count.csv"
"GSE210380_GSM6429506","Visium","mouse","lacrimal gland","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210380_GSM6429506_count.csv"
"GSE210616_GSM6433585","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433585_count.csv"
"GSE210616_GSM6433586","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433586_count.csv"
"GSE210616_GSM6433587","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433587_count.csv"
"GSE210616_GSM6433588","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433588_count.csv"
"GSE210616_GSM6433589","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433589_count.csv"
"GSE210616_GSM6433590","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433590_count.csv"
"GSE210616_GSM6433591","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433591_count.csv"
"GSE210616_GSM6433592","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433592_count.csv"
"GSE210616_GSM6433593","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433593_count.csv"
"GSE210616_GSM6433594","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433594_count.csv"
"GSE210616_GSM6433595","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433595_count.csv"
"GSE210616_GSM6433596","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433596_count.csv"
"GSE210616_GSM6433597","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433597_count.csv"
"GSE210616_GSM6433598","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433598_count.csv"
"GSE210616_GSM6433599","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433599_count.csv"
"GSE210616_GSM6433600","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433600_count.csv"
"GSE210616_GSM6433601","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433601_count.csv"
"GSE210616_GSM6433602","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433602_count.csv"
"GSE210616_GSM6433603","Visium","human","breast","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE210616_GSM6433603_count.csv"
